card_set_id,card_name,set_name,rarity,market_price,date_scraped
OP06-076,Hitokiri Kamazo,Wings of the Captain,UC,0.23,2026-04-13
OP06-076,Hitokiri Kamazo,Wings of the Captain,UC,0.05,2026-04-13
OP06-076,Hitokiri Kamazo,Wings of the Captain,UC,0.09,2026-04-13
OP06-076,Hitokiri Kamazo,Wings of the Captain,UC,0.23,2026-04-13
OP06-076,Hitokiri Kamazo,Wings of the Captain,UC,0.05,2026-04-13
OP06-077,Black Bug,Wings of the Captain,R,0.19,2026-04-13
OP06-077,Black Bug,Wings of the Captain,R,0.19,2026-04-13
OP06-078,GERMA 66,Wings of the Captain,UC,0.11,2026-04-13
OP06-078,GERMA 66,Wings of the Captain,UC,0.23,2026-04-13
OP06-078,GERMA 66,Wings of the Captain,UC,0.05,2026-04-13
OP06-078,GERMA 66,Wings of the Captain,UC,0.11,2026-04-13
OP06-078,GERMA 66,Wings of the Captain,UC,0.23,2026-04-13
OP06-078,GERMA 66,Wings of the Captain,UC,0.05,2026-04-13
OP06-079,Kingdom of GERMA,Wings of the Captain,C,0.07,2026-04-13
OP06-079,Kingdom of GERMA,Wings of the Captain,C,0.27,2026-04-13
OP06-079,Kingdom of GERMA,Wings of the Captain,C,0.87,2026-04-13
OP06-079,Kingdom of GERMA,Wings of the Captain,C,33.89,2026-04-13
OP06-079,Kingdom of GERMA,Wings of the Captain,C,0.07,2026-04-13
OP06-079,Kingdom of GERMA,Wings of the Captain,C,0.27,2026-04-13
OP06-079,Kingdom of GERMA,Wings of the Captain,C,0.87,2026-04-13
OP06-079,Kingdom of GERMA,Wings of the Captain,C,33.89,2026-04-13
OP06-080,Gecko Moria (080) (Alternate Art),Wings of the Captain,L,13.78,2026-04-13
OP06-080,Gecko Moria (080) (Alternate Art),Wings of the Captain,L,0.19,2026-04-13
OP06-080,Gecko Moria (080) (Alternate Art),Wings of the Captain,L,13.78,2026-04-13
OP06-080,Gecko Moria (080) (Alternate Art),Wings of the Captain,L,0.19,2026-04-13
OP06-081,Absalom,Wings of the Captain,R,0.14,2026-04-13
OP06-081,Absalom,Wings of the Captain,R,2.92,2026-04-13
OP06-081,Absalom,Wings of the Captain,R,0.14,2026-04-13
OP06-081,Absalom,Wings of the Captain,R,2.92,2026-04-13
OP06-082,Inuppe,Wings of the Captain,C,0.08,2026-04-13
OP06-082,Inuppe,Wings of the Captain,C,0.08,2026-04-13
OP06-083,Oars,Wings of the Captain,UC,0.09,2026-04-13
OP06-083,Oars,Wings of the Captain,UC,0.09,2026-04-13
OP06-084,Jigoro of the Wind,Wings of the Captain,C,0.05,2026-04-13
OP06-084,Jigoro of the Wind,Wings of the Captain,C,0.05,2026-04-13
OP06-085,Kumacy,Wings of the Captain,UC,0.09,2026-04-13
OP06-085,Kumacy,Wings of the Captain,UC,0.09,2026-04-13
OP06-086,Gecko Moria (086),Wings of the Captain,SR,0.73,2026-04-13
OP06-086,Gecko Moria (086),Wings of the Captain,SR,23.14,2026-04-13
OP06-086,Gecko Moria (086),Wings of the Captain,SR,20.98,2026-04-13
OP06-086,Gecko Moria (086),Wings of the Captain,SR,0.73,2026-04-13
OP06-086,Gecko Moria (086),Wings of the Captain,SR,23.14,2026-04-13
OP06-086,Gecko Moria (086),Wings of the Captain,SR,20.98,2026-04-13
OP06-087,Cerberus,Wings of the Captain,C,0.08,2026-04-13
OP06-087,Cerberus,Wings of the Captain,C,0.08,2026-04-13
OP06-088,Sai,Wings of the Captain,UC,0.06,2026-04-13
OP06-088,Sai,Wings of the Captain,UC,0.06,2026-04-13
OP06-089,Taralan,Wings of the Captain,C,0.05,2026-04-13
OP06-089,Taralan,Wings of the Captain,C,0.05,2026-04-13
OP06-090,Dr. Hogback,Wings of the Captain,R,0.46,2026-04-13
OP06-090,Dr. Hogback,Wings of the Captain,R,0.46,2026-04-13
OP06-091,Victoria Cindry,Wings of the Captain,UC,0.19,2026-04-13
OP06-091,Victoria Cindry,Wings of the Captain,UC,1.02,2026-04-13
OP06-091,Victoria Cindry,Wings of the Captain,UC,44.23,2026-04-13
OP06-091,Victoria Cindry,Wings of the Captain,UC,0.19,2026-04-13
OP06-091,Victoria Cindry,Wings of the Captain,UC,1.02,2026-04-13
OP06-091,Victoria Cindry,Wings of the Captain,UC,44.23,2026-04-13
OP06-092,Brook,Wings of the Captain,R,0.27,2026-04-13
OP06-092,Brook,Wings of the Captain,R,0.27,2026-04-13
OP06-093,Perona (093),Wings of the Captain,SR,1.94,2026-04-13
OP06-093,Perona (093),Wings of the Captain,SR,34.88,2026-04-13
OP06-093,Perona (093),Wings of the Captain,SR,152.65,2026-04-13
OP06-093,Perona (093),Wings of the Captain,SR,1.94,2026-04-13
OP06-093,Perona (093),Wings of the Captain,SR,34.88,2026-04-13
OP06-093,Perona (093),Wings of the Captain,SR,152.65,2026-04-13
OP06-094,Lola,Wings of the Captain,C,0.05,2026-04-13
OP06-094,Lola,Wings of the Captain,C,0.05,2026-04-13
OP06-095,Shadows Asgard,Wings of the Captain,UC,0.07,2026-04-13
OP06-095,Shadows Asgard,Wings of the Captain,UC,0.07,2026-04-13
OP06-096,...Nothing...at All!!!,Wings of the Captain,C,0.06,2026-04-13
OP06-096,...Nothing...at All!!!,Wings of the Captain,C,0.06,2026-04-13
OP06-097,Negative Hollow,Wings of the Captain,R,0.19,2026-04-13
OP06-097,Negative Hollow,Wings of the Captain,R,0.19,2026-04-13
OP06-098,Thriller Bark,Wings of the Captain,C,0.09,2026-04-13
OP06-098,Thriller Bark,Wings of the Captain,C,0.09,2026-04-13
OP06-099,Aisa,Wings of the Captain,C,0.07,2026-04-13
OP06-099,Aisa,Wings of the Captain,C,0.07,2026-04-13
OP06-100,Inuarashi,Wings of the Captain,UC,0.07,2026-04-13
OP06-100,Inuarashi,Wings of the Captain,UC,0.16,2026-04-13
OP06-100,Inuarashi,Wings of the Captain,UC,2.51,2026-04-13
OP06-100,Inuarashi,Wings of the Captain,UC,0.07,2026-04-13
OP06-100,Inuarashi,Wings of the Captain,UC,0.16,2026-04-13
OP06-100,Inuarashi,Wings of the Captain,UC,2.51,2026-04-13
OP06-101,O-Nami (SP),500 Years in the Future,R,1.38,2026-04-13
OP06-101,O-Nami (SP),500 Years in the Future,R,22.08,2026-04-13
OP06-101,O-Nami (SP),500 Years in the Future,R,1.38,2026-04-13
OP06-101,O-Nami (SP),500 Years in the Future,R,22.08,2026-04-13
OP06-102,Kamakiri,Wings of the Captain,C,0.04,2026-04-13
OP06-102,Kamakiri,Wings of the Captain,C,0.04,2026-04-13
OP06-103,Kawamatsu,Wings of the Captain,C,0.04,2026-04-13
OP06-103,Kawamatsu,Wings of the Captain,C,0.04,2026-04-13
OP06-104,Kikunojo,Wings of the Captain,R,1.79,2026-04-13
OP06-104,Kikunojo,Wings of the Captain,R,1.79,2026-04-13
OP06-105,Genbo,Wings of the Captain,C,0.06,2026-04-13
OP06-105,Genbo,Wings of the Captain,C,0.06,2026-04-13
OP06-106,Kouzuki Hiyori,Wings of the Captain,SR,5.58,2026-04-13
OP06-106,Kouzuki Hiyori,Wings of the Captain,SR,46.21,2026-04-13
OP06-106,Kouzuki Hiyori,Wings of the Captain,SR,143.24,2026-04-13
OP06-106,Kouzuki Hiyori,Wings of the Captain,SR,5.58,2026-04-13
OP06-106,Kouzuki Hiyori,Wings of the Captain,SR,46.21,2026-04-13
OP06-106,Kouzuki Hiyori,Wings of the Captain,SR,143.24,2026-04-13
OP06-107,Kouzuki Momonosuke,Wings of the Captain,SR,0.57,2026-04-13
OP06-107,Kouzuki Momonosuke,Wings of the Captain,SR,6.73,2026-04-13
OP06-107,Kouzuki Momonosuke,Wings of the Captain,SR,0.33,2026-04-13
OP06-107,Kouzuki Momonosuke,Wings of the Captain,SR,0.57,2026-04-13
OP06-107,Kouzuki Momonosuke,Wings of the Captain,SR,6.73,2026-04-13
OP06-107,Kouzuki Momonosuke,Wings of the Captain,SR,0.33,2026-04-13
OP06-108,Tenguyama Hitetsu,Wings of the Captain,C,0.06,2026-04-13
OP06-108,Tenguyama Hitetsu,Wings of the Captain,C,0.06,2026-04-13
OP06-109,Denjiro,Wings of the Captain,UC,0.07,2026-04-13
OP06-109,Denjiro,Wings of the Captain,UC,0.07,2026-04-13
OP06-110,Nekomamushi,Wings of the Captain,UC,0.07,2026-04-13
OP06-110,Nekomamushi,Wings of the Captain,UC,0.28,2026-04-13
OP06-110,Nekomamushi,Wings of the Captain,UC,6.0,2026-04-13
OP06-110,Nekomamushi,Wings of the Captain,UC,0.07,2026-04-13
OP06-110,Nekomamushi,Wings of the Captain,UC,0.28,2026-04-13
OP06-110,Nekomamushi,Wings of the Captain,UC,6.0,2026-04-13
OP06-111,Braham,Wings of the Captain,C,0.1,2026-04-13
OP06-111,Braham,Wings of the Captain,C,0.1,2026-04-13
OP06-112,Raizo,Wings of the Captain,C,0.03,2026-04-13
OP06-112,Raizo,Wings of the Captain,C,0.03,2026-04-13
OP06-113,Raki,Wings of the Captain,C,0.07,2026-04-13
OP06-113,Raki,Wings of the Captain,C,0.07,2026-04-13
OP06-114,Wyper,Wings of the Captain,UC,0.09,2026-04-13
OP06-114,Wyper,Wings of the Captain,UC,0.27,2026-04-13
OP06-114,Wyper,Wings of the Captain,UC,14.22,2026-04-13
OP06-114,Wyper,Wings of the Captain,UC,0.09,2026-04-13
OP06-114,Wyper,Wings of the Captain,UC,0.27,2026-04-13
OP06-114,Wyper,Wings of the Captain,UC,14.22,2026-04-13
OP06-115,You're the One Who Should Disappear,Wings of the Captain,R,1.93,2026-04-13
OP06-115,You're the One Who Should Disappear,Wings of the Captain,R,1.35,2026-04-13
OP06-115,You're the One Who Should Disappear,Wings of the Captain,R,31.88,2026-04-13
OP06-115,You're the One Who Should Disappear,Wings of the Captain,R,1.93,2026-04-13
OP06-115,You're the One Who Should Disappear,Wings of the Captain,R,1.35,2026-04-13
OP06-115,You're the One Who Should Disappear,Wings of the Captain,R,31.88,2026-04-13
OP06-116,Reject,Wings of the Captain,R,0.25,2026-04-13
OP06-116,Reject,Wings of the Captain,R,0.25,2026-04-13
OP06-117,The Ark Maxim,Wings of the Captain,C,0.04,2026-04-13
OP06-117,The Ark Maxim,Wings of the Captain,C,0.04,2026-04-13
OP06-118,Roronoa Zoro,Wings of the Captain,SEC,7.05,2026-04-13
OP06-118,Roronoa Zoro,Wings of the Captain,SEC,88.44,2026-04-13
OP06-118,Roronoa Zoro,Wings of the Captain,SEC,1750.0,2026-04-13
OP06-118,Roronoa Zoro,Wings of the Captain,SEC,4.5,2026-04-13
OP06-118,Roronoa Zoro,Wings of the Captain,SEC,7.05,2026-04-13
OP06-118,Roronoa Zoro,Wings of the Captain,SEC,88.44,2026-04-13
OP06-118,Roronoa Zoro,Wings of the Captain,SEC,1750.0,2026-04-13
OP06-118,Roronoa Zoro,Wings of the Captain,SEC,4.5,2026-04-13
OP06-119,Sanji,Wings of the Captain,SEC,4.83,2026-04-13
OP06-119,Sanji,Wings of the Captain,SEC,27.96,2026-04-13
OP06-119,Sanji,Wings of the Captain,SEC,164.33,2026-04-13
OP06-119,Sanji,Wings of the Captain,SEC,2.62,2026-04-13
OP06-119,Sanji,Wings of the Captain,SEC,1915.99,2026-04-13
OP06-119,Sanji,Wings of the Captain,SEC,4.83,2026-04-13
OP06-119,Sanji,Wings of the Captain,SEC,27.96,2026-04-13
OP06-119,Sanji,Wings of the Captain,SEC,164.33,2026-04-13
OP06-119,Sanji,Wings of the Captain,SEC,2.62,2026-04-13
OP06-119,Sanji,Wings of the Captain,SEC,1915.99,2026-04-13
OP07-001,Monkey.D.Dragon (001),500 Years in the Future,L,0.15,2026-04-13
OP07-001,Monkey.D.Dragon (001),500 Years in the Future,L,19.46,2026-04-13
OP07-001,Monkey.D.Dragon (001),500 Years in the Future,L,0.15,2026-04-13
OP07-001,Monkey.D.Dragon (001),500 Years in the Future,L,19.46,2026-04-13
OP07-002,Ain,500 Years in the Future,R,0.2,2026-04-13
OP07-002,Ain,500 Years in the Future,R,0.2,2026-04-13
OP07-003,Outlook III,500 Years in the Future,R,0.07,2026-04-13
OP07-003,Outlook III,500 Years in the Future,R,0.07,2026-04-13
OP07-004,Curly.Dadan,500 Years in the Future,R,0.08,2026-04-13
OP07-004,Curly.Dadan,500 Years in the Future,R,0.08,2026-04-13
OP07-005,Carina,500 Years in the Future,R,0.16,2026-04-13
OP07-005,Carina,500 Years in the Future,R,5.44,2026-04-13
OP07-005,Carina,500 Years in the Future,R,0.16,2026-04-13
OP07-005,Carina,500 Years in the Future,R,5.44,2026-04-13
OP07-006,Sterry,500 Years in the Future,C,0.03,2026-04-13
OP07-006,Sterry,500 Years in the Future,C,0.03,2026-04-13
OP07-007,Dice,500 Years in the Future,C,0.07,2026-04-13
OP07-007,Dice,500 Years in the Future,C,0.07,2026-04-13
OP07-008,Mr. Tanaka,500 Years in the Future,UC,0.08,2026-04-13
OP07-008,Mr. Tanaka,500 Years in the Future,UC,0.08,2026-04-13
OP07-009,Dogura & Magura,500 Years in the Future,C,0.06,2026-04-13
OP07-009,Dogura & Magura,500 Years in the Future,C,0.06,2026-04-13
OP07-010,Baccarat,500 Years in the Future,R,0.21,2026-04-13
OP07-010,Baccarat,500 Years in the Future,R,0.21,2026-04-13
OP07-011,Bluejam,500 Years in the Future,C,0.03,2026-04-13
OP07-011,Bluejam,500 Years in the Future,C,0.03,2026-04-13
OP07-012,Porchemy,500 Years in the Future,C,0.03,2026-04-13
OP07-012,Porchemy,500 Years in the Future,C,0.03,2026-04-13
OP07-013,Masked Deuce,500 Years in the Future,UC,0.08,2026-04-13
OP07-013,Masked Deuce,500 Years in the Future,UC,0.08,2026-04-13
OP07-014,Moda,500 Years in the Future,UC,0.07,2026-04-13
OP07-014,Moda,500 Years in the Future,UC,0.15,2026-04-13
OP07-014,Moda,500 Years in the Future,UC,0.04,2026-04-13
OP07-014,Moda,500 Years in the Future,UC,0.07,2026-04-13
OP07-014,Moda,500 Years in the Future,UC,0.15,2026-04-13
OP07-014,Moda,500 Years in the Future,UC,0.04,2026-04-13
OP07-015,Monkey.D.Dragon (015),500 Years in the Future,SR,0.62,2026-04-13
OP07-015,Monkey.D.Dragon (015),500 Years in the Future,SR,16.1,2026-04-13
OP07-015,Monkey.D.Dragon (015),500 Years in the Future,SR,218.25,2026-04-13
OP07-015,Monkey.D.Dragon (015),500 Years in the Future,SR,0.36,2026-04-13
OP07-015,Monkey.D.Dragon (015),500 Years in the Future,SR,0.62,2026-04-13
OP07-015,Monkey.D.Dragon (015),500 Years in the Future,SR,16.1,2026-04-13
OP07-015,Monkey.D.Dragon (015),500 Years in the Future,SR,218.25,2026-04-13
OP07-015,Monkey.D.Dragon (015),500 Years in the Future,SR,0.36,2026-04-13
OP07-016,Galaxy Wink,500 Years in the Future,R,0.11,2026-04-13
OP07-016,Galaxy Wink,500 Years in the Future,R,0.11,2026-04-13
OP07-017,Dragon Breath,500 Years in the Future,UC,0.14,2026-04-13
OP07-017,Dragon Breath,500 Years in the Future,UC,0.2,2026-04-13
OP07-017,Dragon Breath,500 Years in the Future,UC,0.07,2026-04-13
OP07-017,Dragon Breath,500 Years in the Future,UC,0.14,2026-04-13
OP07-017,Dragon Breath,500 Years in the Future,UC,0.2,2026-04-13
OP07-017,Dragon Breath,500 Years in the Future,UC,0.07,2026-04-13
OP07-018,Keep Out,500 Years in the Future,C,0.07,2026-04-13
OP07-018,Keep Out,500 Years in the Future,C,0.07,2026-04-13
OP07-019,Jewelry Bonney (019),500 Years in the Future,L,0.16,2026-04-13
OP07-019,Jewelry Bonney (019),500 Years in the Future,L,0.16,2026-04-13
OP07-020,Aladine,500 Years in the Future,C,0.07,2026-04-13
OP07-020,Aladine,500 Years in the Future,C,0.07,2026-04-13
OP07-021,Urouge,500 Years in the Future,R,0.11,2026-04-13
OP07-021,Urouge,500 Years in the Future,R,36.18,2026-04-13
OP07-021,Urouge,500 Years in the Future,R,1.45,2026-04-13
OP07-021,Urouge,500 Years in the Future,R,0.14,2026-04-13
OP07-021,Urouge,500 Years in the Future,R,0.11,2026-04-13
OP07-021,Urouge,500 Years in the Future,R,36.18,2026-04-13
OP07-021,Urouge,500 Years in the Future,R,1.45,2026-04-13
OP07-021,Urouge,500 Years in the Future,R,0.14,2026-04-13
OP07-022,Otama,500 Years in the Future,R,0.24,2026-04-13
OP07-022,Otama,500 Years in the Future,R,7.58,2026-04-13
OP07-022,Otama,500 Years in the Future,R,0.24,2026-04-13
OP07-022,Otama,500 Years in the Future,R,7.58,2026-04-13
OP07-023,Caribou,500 Years in the Future,UC,0.04,2026-04-13
OP07-023,Caribou,500 Years in the Future,UC,0.04,2026-04-13
OP07-024,Koala,500 Years in the Future,C,0.08,2026-04-13
OP07-024,Koala,500 Years in the Future,C,0.08,2026-04-13
OP07-025,Coribou,500 Years in the Future,C,0.02,2026-04-13
OP07-025,Coribou,500 Years in the Future,C,0.02,2026-04-13
OP07-026,Jewelry Bonney (026),500 Years in the Future,SR,0.89,2026-04-13
OP07-026,Jewelry Bonney (026),500 Years in the Future,SR,20.37,2026-04-13
OP07-026,Jewelry Bonney (026),500 Years in the Future,SR,0.48,2026-04-13
OP07-026,Jewelry Bonney (026),500 Years in the Future,SR,0.89,2026-04-13
OP07-026,Jewelry Bonney (026),500 Years in the Future,SR,20.37,2026-04-13
OP07-026,Jewelry Bonney (026),500 Years in the Future,SR,0.48,2026-04-13
OP07-027,Jinbe (027),500 Years in the Future,C,0.06,2026-04-13
OP07-027,Jinbe (027),500 Years in the Future,C,0.06,2026-04-13
OP07-028,Scratchmen Apoo,500 Years in the Future,C,0.05,2026-04-13
OP07-028,Scratchmen Apoo,500 Years in the Future,C,0.05,2026-04-13
OP07-029,Basil Hawkins,500 Years in the Future,SR,0.29,2026-04-13
OP07-029,Basil Hawkins,500 Years in the Future,SR,3.2,2026-04-13
OP07-029,Basil Hawkins,500 Years in the Future,SR,0.24,2026-04-13
OP07-029,Basil Hawkins,500 Years in the Future,SR,0.29,2026-04-13
OP07-029,Basil Hawkins,500 Years in the Future,SR,3.2,2026-04-13
OP07-029,Basil Hawkins,500 Years in the Future,SR,0.24,2026-04-13
OP07-030,Pappag,500 Years in the Future,C,0.03,2026-04-13
OP07-030,Pappag,500 Years in the Future,C,0.03,2026-04-13
OP07-031,Bartolomeo,500 Years in the Future,UC,0.1,2026-04-13
OP07-031,Bartolomeo,500 Years in the Future,UC,0.19,2026-04-13
OP07-031,Bartolomeo,500 Years in the Future,UC,0.06,2026-04-13
OP07-031,Bartolomeo,500 Years in the Future,UC,0.1,2026-04-13
OP07-031,Bartolomeo,500 Years in the Future,UC,0.19,2026-04-13
OP07-031,Bartolomeo,500 Years in the Future,UC,0.06,2026-04-13
OP07-032,Fisher Tiger,500 Years in the Future,R,0.1,2026-04-13
OP07-032,Fisher Tiger,500 Years in the Future,R,0.1,2026-04-13
OP07-033,Monkey.D.Luffy (033),500 Years in the Future,UC,0.11,2026-04-13
OP07-033,Monkey.D.Luffy (033),500 Years in the Future,UC,0.11,2026-04-13
OP07-034,Roronoa Zoro (034),500 Years in the Future,UC,0.13,2026-04-13
OP07-034,Roronoa Zoro (034),500 Years in the Future,UC,0.13,2026-04-13
OP07-035,Karmic Punishment,500 Years in the Future,C,0.1,2026-04-13
OP07-035,Karmic Punishment,500 Years in the Future,C,0.1,2026-04-13
OP07-036,Demonic Aura Nine-Sword Style Asura Demon Nine Flash,500 Years in the Future,R,0.25,2026-04-13
OP07-036,Demonic Aura Nine-Sword Style Asura Demon Nine Flash,500 Years in the Future,R,0.25,2026-04-13
OP07-037,More Pizza!!,500 Years in the Future,UC,0.11,2026-04-13
OP07-037,More Pizza!!,500 Years in the Future,UC,0.11,2026-04-13
OP07-038,Boa Hancock (038),500 Years in the Future,L,0.22,2026-04-13
OP07-038,Boa Hancock (038),500 Years in the Future,L,87.0,2026-04-13
OP07-038,Boa Hancock (038),500 Years in the Future,L,0.22,2026-04-13
OP07-038,Boa Hancock (038),500 Years in the Future,L,87.0,2026-04-13
OP07-039,Edward Weevil,500 Years in the Future,C,0.05,2026-04-13
OP07-039,Edward Weevil,500 Years in the Future,C,0.05,2026-04-13
OP07-040,Crocodile,500 Years in the Future,UC,0.13,2026-04-13
OP07-040,Crocodile,500 Years in the Future,UC,3.09,2026-04-13
OP07-040,Crocodile,500 Years in the Future,UC,0.19,2026-04-13
OP07-040,Crocodile,500 Years in the Future,UC,0.1,2026-04-13
OP07-040,Crocodile,500 Years in the Future,UC,0.13,2026-04-13
OP07-040,Crocodile,500 Years in the Future,UC,3.09,2026-04-13
OP07-040,Crocodile,500 Years in the Future,UC,0.19,2026-04-13
OP07-040,Crocodile,500 Years in the Future,UC,0.1,2026-04-13
OP07-041,Gloriosa (Grandma Nyon),500 Years in the Future,UC,0.14,2026-04-13
OP07-041,Gloriosa (Grandma Nyon),500 Years in the Future,UC,0.14,2026-04-13
OP07-042,Gecko Moria (042),500 Years in the Future,C,0.05,2026-04-13
OP07-042,Gecko Moria (042),500 Years in the Future,C,0.05,2026-04-13
OP07-043,Salome,500 Years in the Future,UC,0.1,2026-04-13
OP07-043,Salome,500 Years in the Future,UC,0.1,2026-04-13
OP07-044,Dracule Mihawk,500 Years in the Future,C,0.12,2026-04-13
OP07-044,Dracule Mihawk,500 Years in the Future,C,0.12,2026-04-13
OP07-045,Jinbe (045),500 Years in the Future,SR,2.43,2026-04-13
OP07-045,Jinbe (045),500 Years in the Future,SR,9.14,2026-04-13
OP07-045,Jinbe (045),500 Years in the Future,SR,2.43,2026-04-13
OP07-045,Jinbe (045),500 Years in the Future,SR,9.14,2026-04-13
OP07-046,Sengoku,500 Years in the Future,R,1.76,2026-04-13
OP07-046,Sengoku,500 Years in the Future,R,6.0,2026-04-13
OP07-046,Sengoku,500 Years in the Future,R,65.44,2026-04-13
OP07-046,Sengoku,500 Years in the Future,R,1.76,2026-04-13
OP07-046,Sengoku,500 Years in the Future,R,6.0,2026-04-13
OP07-046,Sengoku,500 Years in the Future,R,65.44,2026-04-13
OP07-047,Trafalgar Law (047),500 Years in the Future,R,0.21,2026-04-13
OP07-047,Trafalgar Law (047),500 Years in the Future,R,5.36,2026-04-13
OP07-047,Trafalgar Law (047),500 Years in the Future,R,0.21,2026-04-13
OP07-047,Trafalgar Law (047),500 Years in the Future,R,5.36,2026-04-13
OP07-048,Donquixote Doflamingo,500 Years in the Future,UC,0.12,2026-04-13
OP07-048,Donquixote Doflamingo,500 Years in the Future,UC,0.12,2026-04-13
OP07-049,Buckin,500 Years in the Future,C,0.04,2026-04-13
OP07-049,Buckin,500 Years in the Future,C,0.04,2026-04-13
OP07-050,Boa Sandersonia,500 Years in the Future,C,0.1,2026-04-13
OP07-050,Boa Sandersonia,500 Years in the Future,C,0.1,2026-04-13
OP07-051,Boa Hancock (051),500 Years in the Future,SR,8.62,2026-04-13
OP07-051,Boa Hancock (051),500 Years in the Future,SR,55.6,2026-04-13
OP07-051,Boa Hancock (051),500 Years in the Future,SR,748.18,2026-04-13
OP07-051,Boa Hancock (051),500 Years in the Future,SR,8.62,2026-04-13
OP07-051,Boa Hancock (051),500 Years in the Future,SR,55.6,2026-04-13
OP07-051,Boa Hancock (051),500 Years in the Future,SR,748.18,2026-04-13
OP07-052,Boa Marigold,500 Years in the Future,C,0.1,2026-04-13
OP07-052,Boa Marigold,500 Years in the Future,C,0.1,2026-04-13
OP07-053,Portgas.D.Ace (053),500 Years in the Future,R,0.22,2026-04-13
OP07-053,Portgas.D.Ace (053),500 Years in the Future,R,0.22,2026-04-13
OP07-054,Marguerite,500 Years in the Future,R,0.19,2026-04-13
OP07-054,Marguerite,500 Years in the Future,R,0.19,2026-04-13
OP07-055,Snake Dance,500 Years in the Future,C,0.13,2026-04-13
OP07-055,Snake Dance,500 Years in the Future,C,0.13,2026-04-13
OP07-056,Slave Arrow,500 Years in the Future,UC,0.23,2026-04-13
OP07-056,Slave Arrow,500 Years in the Future,UC,0.62,2026-04-13
OP07-056,Slave Arrow,500 Years in the Future,UC,0.16,2026-04-13
OP07-056,Slave Arrow,500 Years in the Future,UC,0.23,2026-04-13
OP07-056,Slave Arrow,500 Years in the Future,UC,0.62,2026-04-13
OP07-056,Slave Arrow,500 Years in the Future,UC,0.16,2026-04-13
OP07-057,Perfume Femur,500 Years in the Future,R,1.54,2026-04-13
OP07-057,Perfume Femur,500 Years in the Future,R,1.54,2026-04-13
OP07-058,Island of Women,500 Years in the Future,C,0.04,2026-04-13
OP07-058,Island of Women,500 Years in the Future,C,0.04,2026-04-13
OP07-059,Foxy (059),500 Years in the Future,L,0.13,2026-04-13
OP07-059,Foxy (059),500 Years in the Future,L,21.38,2026-04-13
OP07-059,Foxy (059),500 Years in the Future,L,0.13,2026-04-13
OP07-059,Foxy (059),500 Years in the Future,L,21.38,2026-04-13
OP07-060,Itomimizu,500 Years in the Future,UC,0.14,2026-04-13
OP07-060,Itomimizu,500 Years in the Future,UC,0.14,2026-04-13
OP07-061,Vinsmoke Sanji,500 Years in the Future,C,0.12,2026-04-13
OP07-061,Vinsmoke Sanji,500 Years in the Future,C,0.12,2026-04-13
OP07-062,Vinsmoke Reiju,500 Years in the Future,C,0.09,2026-04-13
OP07-062,Vinsmoke Reiju,500 Years in the Future,C,0.09,2026-04-13
OP07-063,Capote,500 Years in the Future,C,0.08,2026-04-13
OP07-063,Capote,500 Years in the Future,C,0.08,2026-04-13
OP07-064,Sanji,500 Years in the Future,SR,5.08,2026-04-13
OP07-064,Sanji,500 Years in the Future,SR,41.83,2026-04-13
OP07-064,Sanji,500 Years in the Future,SR,4.46,2026-04-13
OP07-064,Sanji,500 Years in the Future,SR,5.08,2026-04-13
OP07-064,Sanji,500 Years in the Future,SR,41.83,2026-04-13
OP07-064,Sanji,500 Years in the Future,SR,4.46,2026-04-13
OP07-065,Gina,500 Years in the Future,UC,0.16,2026-04-13
OP07-065,Gina,500 Years in the Future,UC,0.16,2026-04-13
OP07-066,Tony Tony.Chopper (066),500 Years in the Future,R,0.72,2026-04-13
OP07-066,Tony Tony.Chopper (066),500 Years in the Future,R,0.72,2026-04-13
OP07-067,Tonjit,500 Years in the Future,C,0.03,2026-04-13
OP07-067,Tonjit,500 Years in the Future,C,0.03,2026-04-13
OP07-068,Hamburg,500 Years in the Future,UC,0.06,2026-04-13
OP07-068,Hamburg,500 Years in the Future,UC,0.06,2026-04-13
OP07-069,Pickles,500 Years in the Future,C,0.08,2026-04-13
OP07-069,Pickles,500 Years in the Future,C,0.08,2026-04-13
OP07-070,Big Bun,500 Years in the Future,UC,0.07,2026-04-13
OP07-070,Big Bun,500 Years in the Future,UC,0.07,2026-04-13
OP07-071,Foxy (071),500 Years in the Future,R,0.16,2026-04-13
OP07-071,Foxy (071),500 Years in the Future,R,6.05,2026-04-13
OP07-071,Foxy (071),500 Years in the Future,R,0.16,2026-04-13
OP07-071,Foxy (071),500 Years in the Future,R,6.05,2026-04-13
OP07-072,Porche,500 Years in the Future,SR,6.12,2026-04-13
OP07-072,Porche,500 Years in the Future,SR,33.72,2026-04-13
OP07-072,Porche,500 Years in the Future,SR,6.12,2026-04-13
OP07-072,Porche,500 Years in the Future,SR,33.72,2026-04-13
OP07-073,Monkey.D.Luffy (073),500 Years in the Future,R,0.25,2026-04-13
OP07-073,Monkey.D.Luffy (073),500 Years in the Future,R,0.25,2026-04-13
OP07-074,Monda,500 Years in the Future,C,0.08,2026-04-13
OP07-074,Monda,500 Years in the Future,C,0.08,2026-04-13
OP07-075,Slow-Slow Beam,500 Years in the Future,UC,0.11,2026-04-13
OP07-075,Slow-Slow Beam,500 Years in the Future,UC,0.11,2026-04-13
OP07-076,Slow-Slow Beam Sword,500 Years in the Future,C,0.28,2026-04-13
